시설물명,종류,인접도로명,이격거리(px),상세주소,위도,경도
"버거킹 효빈중앙점","일반건물","중동로","20","효빈광역시 중구 중정동(중동3가)","-29898","17436"
"색수시장역","지하철역","중동로","10","효빈광역시 중구 중정동(중동1가)","-29641","17439"
"고송1단지","일반건물","구창로","113","효빈광역시 북구 고송6동(고송동)","-24064","17440"
"고송 호반베르디움","일반건물","고송남북로","126","효빈광역시 북구 고송4동(고송동)","-24765","17441"
"효빈은행역","지하철역","중보로","5","효빈광역시 중구 중정동(중보로)","-30144","17442"
"세나드","일반건물","창선2로","29","효빈광역시 중구 중정동(완동3가)","-30562","17448"
"고해","일반건물","조유로","96","효빈광역시 중구 조유동(조유동1가)","-29137","17450"
"CGV 고송","일반건물","효빈로","119","효빈광역시 북구 고송4동(고송동)","-24696","17453"
"조유동3가역","지하철역","중앙로","42","효빈광역시 중구 조유동(조유동3가)","-29452","17454"
"사복2동행정복지센터","일반건물","도탄로","39","효빈광역시 서구 사복2동(사복동)","-26019","17460"
"cgv 고송","일반건물","효빈로","114","효빈광역시 북구 고송4동(고송동)","-24691","17462"
"월드아파트","일반건물","노현로","99","효빈광역시 서구 당선2동(당선동)","-26496","17464"
"조유공원","일반건물","중동로","87","효빈광역시 중구 조유동(조유동3가)","-29503","17465"
"중동3가역","지하철역","중동로","15","효빈광역시 중구 중정동(중동3가)","-29853","17467"
"이마트24 조유복지관점","일반건물","조유로","227","효빈광역시 중구 조유동(조유동1가)","-28988","17470"
"스타벅스 효빈중앙로점","일반건물","중동로","31","효빈광역시 중구 중정동(중동1가)","-29758","17473"
"장애인고용공단 효빈본부","일반건물","앵소로","51","효빈광역시 청엽구 입빈동(효빈동1가)","-31642","17474"
"사복휴먼시아 2단지","일반건물","복지대학로","141","효빈광역시 서구 사복1동(사복동)","-25407","17489"
"장원초","일반건물","앵소로","57","효빈광역시 청엽구 입빈동(효빈동2가)","-31750","17494"
"고송주공","일반건물","구창로","122","효빈광역시 북구 고송6동(고송동)","-23828","17500"
"조유아파트","일반건물","조유로","59","효빈광역시 중구 조유동(조유동4가)","-29283","17502"
"중구보건소","일반건물","조유로","46","효빈광역시 중구 조유동(조유동1가)","-29167","17508"
"효빈은행","일반건물","중보로","88","효빈광역시 중구 중정동(중보로)","-30242","17519"
"효빈시청 구청사","일반건물","중보로","49","효빈광역시 중구 중정동(중보로)","-30367","17520"
"이마트24 구시청앞점","일반건물","창선2로","84","효빈광역시 중구 유내동(경동)","-30518","17523"
"사복휴먼시아","일반건물","도탄로","117","효빈광역시 서구 사복2동(사복동)","-26176","17528"
"중소벤처기업진흥공단 효빈지역본부","일반건물","중동로","120","효빈광역시 중구 조유동(조유동3가)","-29571","17533"
"오석행복주택","일반건물","창선2로","61","효빈광역시 중구 중정동(오석동)","-30677","17533"
"CGV 효빈대","일반건물","당선로","223","효빈광역시 서구 당선1동(당선동)","-27360","17538"
"효빈중","일반건물","도람로","18","효빈광역시 중구 중정동(중동3가)","-30001","17545"
"남부초","일반건물","산업대로","43","효빈광역시 청엽구 등동","-32563","17551"
"고송경찰서","일반건물","고송해안로","110","효빈광역시 북구 고송6동(고송동)","-23476","17559"
"KFC 효빈점","일반건물","중보로","128","효빈광역시 중구 중정동(중보로)","-30170","17573"
"고송도서관","일반건물","고송동서로","258","효빈광역시 북구 고송5동(고송동)","-24847","17576"
"칠천초","일반건물","당선로","206","효빈광역시 서구 당선4동(칠천동)","-27789","17576"
"효빈신용보증재단","일반건물","도람로","128","효빈광역시 중구 중정동(중보로)","-30122","17585"
"헌산초중학교","일반건물","내성로","279","효빈광역시 서구 당선4동(칠천동)","-27935","17589"
"오석 아쿠아 아파트(2027)","일반건물","악내로","74","효빈광역시 중구 중정동(오석동)","-30893","17589"
"다이소 고송교차로점","일반건물","고송대로","76","효빈광역시 북구 고송5동(고송동)","-24499","17596"
"버거킹 효빈동신도시점","일반건물","앵소로","29","효빈광역시 청엽구 입빈동(효빈동1가)","-31665","17598"
"한국주택금융공사 효빈지사","일반건물","중앙로","43","효빈광역시 중구 조유동(조유동4가)","-29358","17600"
"효빈성 북문공원","일반건물","내성로","44","효빈광역시 서구 북성동(내성동1가)","-28258","17603"
"GS25 조유아파트점","일반건물","조유로","82","효빈광역시 중구 조유동(조유동4가)","-29267","17603"
"토치만 호텔","일반건물","중앙로","79","효빈광역시 중구 조유동(조유동3가)","-29484","17606"
"경동역","지하철역","중보로","17","효빈광역시 중구 유내동(경동)","-30411","17616"
"사복대라수아파트","일반건물","과진로","163","효빈광역시 서구 사복1동(사복동)","-25780","17619"
"토나아파트","일반건물","고송해안로","42","효빈광역시 북구 고송6동(고송동)","-23626","17622"
"효빈대 북부기숙사","일반건물","노현로","149","효빈광역시 서구 당선2동(당선동)","-26544","17625"
"이마트 24 중동3가점","일반건물","도람로","147","효빈광역시 중구 중정동(중동3가)","-29854","17647"
"세븐일레븐 조유주공점","일반건물","조유로","82","효빈광역시 중구 조유동(조유동5가)","-29071","17651"
"베이코드리","일반건물","중보로","103","효빈광역시 중구 중정동(중보로)","-30276","17653"
"토네","일반건물","조유로","34","효빈광역시 중구 조유동(조유동4가)","-29192","17660"
"고송 아리오스타","일반건물","효빈로","100","효빈광역시 북구 고송5동(고송동)","-24677","17665"
"고송2단지","일반건물","구창로","94","효빈광역시 북구 고송6동(고송동)","-24043","17680"
"마음","일반건물","상서로","214","효빈광역시 중구 중정동(중동3가)","-29789","17681"
"고송3단지","일반건물","청고로","62","효빈광역시 북구 고송5동(고송동)","-24317","17689"
"효빈복지대역","지하철역","복지대학로","14","효빈광역시 서구 사복1동(사복동)","-25251","17689"
"사복휴먼시아 3단지","일반건물","과진로","139","효빈광역시 서구 사복1동(사복동)","-25478","17694"
"효빈대 기숙사 희다관(1~5)(53)","일반건물","노현로","246","효빈광역시 서구 당선2동(당선동)","-26640","17699"
"효빈대 기숙사","일반건물","노현로","246","효빈광역시 서구 당선2동(당선동)","-26640","17699"
"효빈복지대학교","일반건물","복지대학로","66","효빈광역시 서구 사복1동(사복동)","-25331","17700"
"북효빈농협 고송교차로지점","일반건물","소흥로","171","효빈광역시 북구 고송5동(고송동)","-24835","17703"
"효빈대병원 중구분관","일반건물","도람로","46","효빈광역시 중구 중정동(중동2가)","-30064","17713"
"소운동장(20)","일반건물","당선로","222","효빈광역시 서구 당선1동(당선동)","-27360","17731"
"북효빈세무서","일반건물","고송해안로","102","효빈광역시 북구 고송6동(고송동)","-23480","17734"
"청산중","일반건물","도탄로","94","효빈광역시 서구 당선2동(당선동)","-26155","17736"
"기숙사관리동(55)","일반건물","효빈대학로","279","효빈광역시 서구 당선2동(당선동)","-26822","17743"
"이마트24 조유동4가점","일반건물","중앙로","83","효빈광역시 중구 조유동(조유동4가)","-29350","17743"
"세븐일레븐 효빈대병원중구분관","일반건물","상서로","49","효빈광역시 중구 중정동(중보로)","-30191","17751"
"스미버거","일반건물","상서로","156","효빈광역시 중구 조유동(조유동3가)","-29659","17754"
"효빈더샵1단지","일반건물","청엽로","30","효빈광역시 청엽구 입빈동(효빈동1가)","-31394","17759"
"베스랑","일반건물","조유로","132","효빈광역시 중구 조유동(조유동4가)","-29254","17768"
"애니플러스샵 효빈점","일반건물","고송동서로","56","효빈광역시 북구 고송5동(고송동)","-25048","17770"
"양우내안에 고송아파트","일반건물","소흥로","109","효빈광역시 북구 고송6동(고송동)","-23753","17771"
"효빈성북문역","지하철역","효빈대학로","1","효빈광역시 서구 북성동(내성동2가)","-28246","17773"
"기숙사2(54)","일반건물","노현로","242","효빈광역시 서구 당선2동(당선동)","-26635","17777"
"대운동장(21)","일반건물","효빈대학로","247","효빈광역시 서구 당선1동(당선동)","-27195","17780"
"이마트24 경동아파트점","일반건물","창선2로","137","효빈광역시 중구 유내동(경동)","-30560","17781"
"칠천역 행복주택","일반건물","당선로","149","효빈광역시 서구 당선1동(당선동)","-27730","17787"
"뱅드리마","일반건물","상서로","105","효빈광역시 중구 중정동(중동3가)","-29813","17788"
"천주단","일반건물","도람로","80","효빈광역시 중구 중정동(중동2가)","-29951","17791"
"경동한찬","일반건물","중보로","36","효빈광역시 중구 유내동(경동)","-30394","17791"
"조유주공아파트","일반건물","상서로","211","효빈광역시 중구 조유동(조유동5가)","-28831","17794"
"고송5동행정복지센터","일반건물","소흥로","76","효빈광역시 북구 고송5동(고송동)","-24852","17798"
"보건진료소역","지하철역","효빈대학로","221","효빈광역시 서구 당선2동(당선동)","-26896","17801"
"북부 기숙사역","지하철역","효빈대학로","202","효빈광역시 서구 당선2동(당선동)","-26664","17819"
"조유동2가역","지하철역","중앙로","38","효빈광역시 중구 조유동(조유동2가)","-29496","17833"
"갤러리아 백화점 효빈점","일반건물","노현로","130","효빈광역시 서구 당선2동(당선동)","-26263","17834"
"당선2동행정복지센터","일반건물","노현로","23","효빈광역시 서구 당선2동(당선동)","-26416","17840"
"헌이송공업단지","일반건물","칠심로","4","효빈광역시 청엽구 마잡2동(헌이송동)","-33516","17847"
"효빈 국가산단 헌이송지구","일반건물","칠심로","4","효빈광역시 청엽구 마잡2동(헌이송동)","-33516","17847"
"경동아파트","일반건물","창선2로","70","효빈광역시 중구 유내동(경동)","-30661","17848"
"조유동행정복지센터","일반건물","조유로","79","효빈광역시 중구 조유동(조유동5가)","-29160","17860"
"효빈복지여고","일반건물","소흥로","46","효빈광역시 서구 사복1동(사복동)","-25335","17864"
"세븐일레븐 조유동2가점","일반건물","상서로","48","효빈광역시 중구 조유동(조유동2가)","-29605","17869"
"사복주상복합아파트","일반건물","효빈대학로","148","효빈광역시 서구 사복2동(사복동)","-25892","17872"
